"price","room_type","accommodates","cleaning_fee","host_listings_count","availability_90","extra_people","number_of_reviews","bathrooms","bedrooms","security_deposit","neighbourhood_group_cleansed","minimum_nights","longitude","latitude","cozy","cancellation_policy","property_type","polarity","spacious","private"
70,"Private room",1,10,8,23,8,34,1,1,0,"Brooklyn",2,-73.9549450317075,40.7364290986792,FALSE,"strict","Apartment",0.951036586170739,FALSE,TRUE
123,"Private room",2,0,1,0,0,1,1,1,0,"Brooklyn",1,-73.952759355458,40.7153624010768,FALSE,"flexible","Bed and breakfast",0.147441956154897,FALSE,FALSE
142,"Private room",2,0,1,21,100,1,1,1,0,"Brooklyn",2,-73.9559504918871,40.7252908714863,FALSE,"moderate","Apartment",0.558956556838215,FALSE,FALSE
88,"Private room",2,0,1,2,0,2,1,1,0,"Manhattan",3,-74.0017235481957,40.7402568352643,FALSE,"flexible","Apartment",0.333333333333333,FALSE,FALSE
150,"Entire home/apt",7,75,4,90,10,56,1,1,0,"Manhattan",1,-73.9414632596917,40.81002231294,FALSE,"strict","Apartment",0.54997194092287,FALSE,FALSE
88,"Private room",2,25,1,90,25,9,2,1,0,"Brooklyn",2,-73.9519086885906,40.7070891943165,FALSE,"flexible","Apartment",0.457495710997814,FALSE,FALSE
56,"Private room",2,40,1,89,15,2,1,2,0,"Manhattan",5,-73.9531187845988,40.7782434306766,FALSE,"flexible","Apartment",0.344123600805843,FALSE,FALSE
65,"Private room",1,50,5,77,0,11,1,1,0,"Brooklyn",3,-74.0304668421699,40.6181935421667,FALSE,"moderate","House",0.775170232199927,FALSE,TRUE
82,"Entire home/apt",3,45,1,0,18,62,1,0,550,"Brooklyn",3,-73.9514788797584,40.6361468146185,FALSE,"strict","Apartment",0.984615384615385,FALSE,FALSE
188,"Private room",1,0,1,0,0,1,2,1,0,"Brooklyn",2,-73.9597280460603,40.711049505672,FALSE,"flexible","Apartment",0.174077655955698,FALSE,FALSE
87,"Private room",2,25,4,57,0,124,1,1,150,"Brooklyn",1,-73.9785605911256,40.6852217376778,TRUE,"moderate","Apartment",0.801284682779562,FALSE,TRUE
117,"Private room",2,0,1,89,0,1,1,1,0,"Manhattan",3,-73.9426363042829,40.8282775885332,FALSE,"flexible","Apartment",0.234082294392261,TRUE,FALSE
170,"Entire home/apt",8,110,7,42,0,2,2,3,250,"Brooklyn",2,-73.9424206477304,40.6857751714915,FALSE,"strict","Apartment",1.26943372741711,TRUE,FALSE
85,"Private room",3,0,1,0,20,3,1,1,500,"Manhattan",2,-73.9852036238158,40.760843581026,FALSE,"strict","Apartment",0.5982243228301,FALSE,TRUE
193,"Entire home/apt",2,100,1,32,0,22,1,1,800,"Manhattan",5,-74.0011230561277,40.7381851953225,FALSE,"strict","Apartment",0.790569415042095,TRUE,FALSE
337,"Entire home/apt",4,50,1,88,25,6,2,2,250,"Brooklyn",5,-73.9629024224851,40.7144312708581,FALSE,"flexible","Apartment",1.11001744505377,TRUE,TRUE
140,"Entire home/apt",3,50,1,61,25,51,1,2,250,"Manhattan",2,-73.9408805439964,40.8113618016946,FALSE,"strict","Other",1.06153846153846,FALSE,TRUE
188,"Entire home/apt",4,0,1,17,50,1,1,2,0,"Brooklyn",2,-73.954053080928,40.7254480446469,FALSE,"moderate","Apartment",0.466252404120157,FALSE,FALSE
154,"Entire home/apt",2,80,1,12,0,1,1,0,0,"Manhattan",6,-74.0000176894717,40.7453025834678,FALSE,"moderate","Apartment",0.712068994916312,FALSE,FALSE
159,"Entire home/apt",2,0,1,0,0,2,1,0,0,"Manhattan",6,-73.9401858609362,40.8118598183208,FALSE,"flexible","Apartment",0.762492851663023,FALSE,FALSE
89,"Private room",1,25,2,87,0,2,1,1,95,"Brooklyn",5,-73.945238971609,40.7283909182369,FALSE,"moderate","Apartment",0.931062998340234,FALSE,FALSE
114,"Entire home/apt",2,60,1,1,0,17,1,1,0,"Brooklyn",30,-73.9667205061375,40.6847633308663,FALSE,"moderate","Apartment",0.975017272993012,TRUE,TRUE
453,"Entire home/apt",11,200,3,32,30,23,2,5,300,"Manhattan",3,-73.9456747774155,40.8228038764519,FALSE,"strict","Apartment",1.39037789285198,FALSE,FALSE
470,"Entire home/apt",10,0,1,44,0,110,3,5,0,"Brooklyn",4,-73.9477112464533,40.7154394456001,FALSE,"flexible","House",0.62449979983984,FALSE,TRUE
48,"Private room",2,30,2,78,0,4,1,1,300,"Brooklyn",3,-73.9294063348219,40.7057785050304,TRUE,"moderate","Loft",1.19096981108217,FALSE,FALSE
74,"Private room",2,40,1,0,40,20,1,1,100,"Queens",4,-73.7663721804379,40.7055389863916,FALSE,"strict","House",0.818745887065216,TRUE,TRUE
90,"Private room",1,0,1,88,0,3,1,1,0,"Brooklyn",5,-73.9641928381152,40.7180459121376,FALSE,"strict","Apartment",1.21353478181166,TRUE,FALSE
113,"Private room",3,0,3,0,25,7,1,1,500,"Manhattan",2,-73.9921707479967,40.7622275621103,FALSE,"strict","Apartment",0.853765578276966,TRUE,TRUE
101,"Entire home/apt",2,10,1,0,20,6,1,0,500,"Queens",3,-73.9206314983107,40.7680327442622,FALSE,"strict","Apartment",1.13846153846154,FALSE,FALSE
215,"Entire home/apt",4,59,1,20,0,31,1,2,0,"Brooklyn",3,-73.9226229962719,40.707128484964,FALSE,"strict","Apartment",0.961494695611703,FALSE,FALSE
151,"Entire home/apt",3,80,1,50,25,36,1,1,150,"Brooklyn",2,-73.9418410013253,40.6746823278577,FALSE,"flexible","House",0.537100382788965,TRUE,TRUE
225,"Entire home/apt",5,100,1,0,50,93,1,1,0,"Manhattan",1,-73.9926075227825,40.7225770850217,FALSE,"moderate","Apartment",0.123076923076923,FALSE,FALSE
41,"Private room",4,20,2,81,10,14,1,0,100,"Bronx",2,-73.8935839160556,40.8459389778879,FALSE,"moderate","Apartment",0.875,FALSE,FALSE
64,"Private room",2,20,1,0,31,3,1,1,0,"Manhattan",1,-73.949038784012,40.8273030825878,TRUE,"flexible","Apartment",1.07060675806262,FALSE,FALSE
133,"Entire home/apt",5,29,1,15,15,127,1,2,100,"Brooklyn",5,-73.9188060674964,40.673352282529,FALSE,"flexible","Apartment",0.408550584685561,FALSE,FALSE
369,"Entire home/apt",3,80,1,31,40,1,1,1,500,"Manhattan",4,-73.9890659301244,40.7273590265746,FALSE,"strict","Apartment",0.717958158617738,FALSE,TRUE
170,"Entire home/apt",4,80,1,28,80,62,1,2,500,"Brooklyn",2,-73.9585872753938,40.7198429019264,FALSE,"strict","Apartment",0.881973409447284,TRUE,TRUE
47,"Private room",6,35,2,29,20,169,1,1,0,"Bronx",1,-73.9248213867656,40.8105546441114,FALSE,"strict","Apartment",0.887074170966172,FALSE,TRUE
137,"Private room",2,75,2,5,50,7,1,1,150,"Manhattan",1,-73.9519451391818,40.768876581762,FALSE,"strict","Apartment",0.277350098112615,FALSE,FALSE
199,"Entire home/apt",5,50,1,58,30,27,1,2,400,"Manhattan",2,-73.9667314722196,40.8039637107137,FALSE,"strict","Apartment",0.875,FALSE,FALSE
74,"Private room",1,20,1,0,25,3,1,1,0,"Brooklyn",1,-73.9300656934244,40.6982446231113,FALSE,"strict","Apartment",1.41538461538462,FALSE,TRUE
297,"Entire home/apt",2,100,1,78,0,11,1,1,0,"Brooklyn",3,-73.9529338174734,40.7176971986365,FALSE,"strict","Apartment",0.243332131696144,TRUE,TRUE
376,"Entire home/apt",7,200,1,4,50,4,2.5,3,500,"Brooklyn",2,-73.9559069743937,40.7150627381608,FALSE,"strict","Condominium",0.619058586027309,FALSE,FALSE
342,"Entire home/apt",4,80,1,58,0,65,2,2,0,"Brooklyn",2,-73.9638039917456,40.7120793107461,FALSE,"moderate","Apartment",0.538815906080325,TRUE,FALSE
111,"Entire home/apt",4,50,1,0,40,5,1,1,300,"Brooklyn",5,-73.9644846821921,40.6792377103441,FALSE,"strict","Apartment",1.36404872743521,TRUE,FALSE
107,"Entire home/apt",2,25,1,0,0,1,1,0,0,"Manhattan",30,-73.9472731117422,40.7889930527715,FALSE,"flexible","Apartment",0.227921152919276,FALSE,TRUE
124,"Entire home/apt",4,75,1,77,30,18,1,1,300,"Brooklyn",3,-73.9331655349507,40.6805060338748,FALSE,"moderate","Apartment",0.385545277873199,FALSE,FALSE
44,"Private room",2,10,11,81,20,224,1,1,0,"Queens",1,-73.8755903659149,40.7710726990127,FALSE,"strict","Apartment",-0.0753778361444409,FALSE,TRUE
104,"Entire home/apt",4,60,1,0,0,1,1,2,0,"Brooklyn",1,-73.9473786093568,40.6714497442623,FALSE,"flexible","Apartment",0.365148371670111,TRUE,FALSE
39,"Private room",1,20,1,89,0,6,1,1,100,"Brooklyn",1,-73.9384866963317,40.6229673234522,TRUE,"flexible","Apartment",0.881973409447284,FALSE,FALSE
137,"Entire home/apt",2,70,2,0,0,5,1,1,500,"Manhattan",7,-74.004981090897,40.7304139101048,FALSE,"strict","Apartment",0.846153846153846,FALSE,FALSE
77,"Entire home/apt",6,75,1,63,25,114,1,1,0,"Queens",1,-73.9058093109361,40.7784915611604,FALSE,"strict","Apartment",0.792283041785354,FALSE,FALSE
56,"Private room",1,10,1,0,30,1,1,1,150,"Manhattan",14,-73.9843644121294,40.7446357641547,TRUE,"flexible","Apartment",0.598046465141368,FALSE,TRUE
39,"Private room",1,0,1,90,0,1,1.5,1,0,"Manhattan",5,-73.9462032125851,40.8338289111482,TRUE,"strict","Apartment",1.03708994574027,TRUE,FALSE
85,"Private room",2,40,3,0,50,1,1,1,100,"Brooklyn",3,-73.9692279002795,40.6791548114355,FALSE,"strict","Apartment",0.986908166984826,TRUE,FALSE
162,"Entire home/apt",6,145,1,10,0,46,1,2,400,"Manhattan",1,-73.971628875296,40.7512574605764,TRUE,"strict","Apartment",1.31848879343463,TRUE,FALSE
334,"Entire home/apt",3,85,1,0,50,2,1,1,250,"Manhattan",2,-74.0059970632625,40.7327528132393,FALSE,"strict","Apartment",0.404519917477945,TRUE,FALSE
47,"Private room",3,30,7,26,12,12,1,1,100,"Brooklyn",30,-73.9441829155249,40.6513605999149,FALSE,"strict","Townhouse",0.606478434863123,TRUE,TRUE
91,"Entire home/apt",2,60,3,0,20,3,1,1,200,"Brooklyn",1,-73.9533752110656,40.7080246607194,FALSE,"strict","Apartment",0.755928946018454,FALSE,FALSE
175,"Entire home/apt",4,30,2,36,50,15,1,1,0,"Manhattan",1,-73.9587066836848,40.7643816634548,TRUE,"flexible","Apartment",0.493196961916072,FALSE,FALSE
92,"Private room",1,50,1,46,0,112,1,1,150,"Manhattan",3,-73.9477251814511,40.7719444951973,FALSE,"strict","Apartment",1.16279781795121,FALSE,TRUE
66,"Private room",2,40,1,0,0,10,1,2,0,"Brooklyn",1,-73.9551223599913,40.6559764662318,FALSE,"moderate","Apartment",0.760523321092216,TRUE,FALSE
57,"Shared room",1,0,4,50,0,112,1,1,0,"Manhattan",1,-73.9954561890132,40.7236312966465,FALSE,"strict","Apartment",0.58554004376912,FALSE,TRUE
110,"Entire home/apt",2,60,1,0,0,6,1,1,200,"Brooklyn",2,-73.9451831464928,40.699198329339,TRUE,"strict","Apartment",0.877087092571656,TRUE,FALSE
44,"Private room",2,30,2,0,30,27,1,1,0,"Manhattan",1,-73.9486200772048,40.7709687545857,TRUE,"strict","Apartment",0.851205555787551,FALSE,TRUE
61,"Private room",1,100,2,0,0,1,1,1,100,"Manhattan",7,-73.9920686180037,40.7131010460522,FALSE,"strict","Apartment",0.589624577894394,TRUE,FALSE
154,"Private room",2,30,2,65,25,77,1,1,0,"Manhattan",1,-73.9528578351246,40.7725198537991,FALSE,"moderate","Apartment",0.422115882408869,FALSE,FALSE
75,"Private room",2,0,1,88,20,36,1,1,100,"Manhattan",2,-73.9436080308731,40.8014012395565,TRUE,"strict","Apartment",1.0349097793364,TRUE,FALSE
64,"Private room",2,10,6,0,15,14,1,1,150,"Brooklyn",3,-73.9311088558473,40.6919337036897,FALSE,"strict","Apartment",0.64050285123411,FALSE,FALSE
196,"Entire home/apt",3,85,1,28,0,5,1,0,250,"Manhattan",14,-74.0034335033299,40.7304329610039,FALSE,"strict","Apartment",1.06733735976402,FALSE,FALSE
80,"Private room",4,35,4,86,25,3,1,1,250,"Queens",2,-73.7547674354584,40.689976804272,TRUE,"strict","House",0.707106781186548,FALSE,TRUE
49,"Private room",1,10,2,0,0,1,1,1,0,"Brooklyn",10,-73.9671330575993,40.6367552108301,TRUE,"flexible","Apartment",0.85152023182207,TRUE,FALSE
126,"Entire home/apt",3,100,1,0,0,3,2,2,500,"Brooklyn",30,-73.9387828611993,40.7166410673584,FALSE,"moderate","Condominium",0.578854440915949,FALSE,FALSE
176,"Entire home/apt",2,75,2,67,0,15,1,1,0,"Manhattan",5,-73.9749161176974,40.7857173856119,FALSE,"moderate","Apartment",0.975017272993012,FALSE,TRUE
177,"Entire home/apt",6,100,1,54,25,13,2,2,0,"Brooklyn",2,-73.9284415386005,40.6856221589712,FALSE,"strict","Townhouse",0.76525143325417,FALSE,FALSE
337,"Entire home/apt",11,200,3,47,10,22,2,5,500,"Brooklyn",3,-73.9323646466017,40.665408098517,FALSE,"strict","House",0.577350269189626,TRUE,FALSE
47,"Private room",2,0,1,0,0,1,1,1,0,"Manhattan",1,-73.9518759983326,40.8050054821027,FALSE,"flexible","Condominium",0.131306432859723,FALSE,FALSE
171,"Entire home/apt",2,95,1,1,0,25,1,1,0,"Manhattan",1,-73.9969375925639,40.7194161440117,FALSE,"strict","Apartment",0.788360707444262,TRUE,FALSE
198,"Entire home/apt",3,0,1,80,0,2,1.5,2,0,"Manhattan",1,-73.9980215448836,40.7209075551978,FALSE,"flexible","Apartment",1.26501241506019,FALSE,FALSE
167,"Entire home/apt",4,50,1,49,0,144,1,1,150,"Manhattan",1,-73.9917266980282,40.7203953268744,FALSE,"strict","Apartment",0.818745887065216,FALSE,FALSE
159,"Entire home/apt",4,50,1,18,25,7,1,1,0,"Brooklyn",2,-73.9665249841987,40.6809663938404,FALSE,"moderate","Other",0.709885207532891,TRUE,FALSE
123,"Entire home/apt",3,60,1,0,0,2,1,1,0,"Brooklyn",5,-73.9663222443002,40.693446648947,FALSE,"strict","Apartment",0.520305902373016,TRUE,FALSE
274,"Entire home/apt",5,150,3,50,0,26,1,2,0,"Brooklyn",29,-73.9857235131741,40.686296568128,FALSE,"strict","Apartment",0.896717661308488,TRUE,TRUE
135,"Entire home/apt",2,20,1,83,0,15,1,1,0,"Brooklyn",3,-73.9622886472667,40.6583441437071,TRUE,"flexible","Apartment",1.05830052442584,TRUE,FALSE
111,"Entire home/apt",6,150,2,4,30,26,1,2,250,"Manhattan",3,-73.9877565230142,40.7652123579342,FALSE,"strict","Apartment",0.623434455441158,FALSE,FALSE
59,"Private room",2,0,1,90,15,21,1.5,1,100,"Queens",2,-73.7710926627703,40.6947196184449,FALSE,"flexible","House",0.469956269992774,FALSE,FALSE
54,"Private room",2,50,2,90,15,35,1,1,100,"Brooklyn",1,-73.9571906186576,40.6568391958644,TRUE,"strict","Apartment",1.12361633185095,FALSE,TRUE
69,"Private room",2,50,1,0,0,1,1.5,1,100,"Brooklyn",1,-73.9616271768574,40.6775444110782,FALSE,"moderate","Apartment",0.396525792859072,FALSE,TRUE
139,"Private room",2,0,1,3,0,8,1,1,0,"Manhattan",1,-73.9798811183116,40.7294232417493,FALSE,"flexible","Apartment",0.929681500465451,TRUE,FALSE
220,"Entire home/apt",4,75,1,0,0,3,1,1,0,"Brooklyn",2,-73.9522979311672,40.7175457989104,FALSE,"moderate","Apartment",0.722897396012249,FALSE,FALSE
89,"Private room",2,50,1,90,10,106,1,1,350,"Brooklyn",2,-73.9541388166628,40.7181942014931,FALSE,"strict","Loft",1.92879187452615,FALSE,TRUE
47,"Shared room",3,0,4,37,30,6,1,1,0,"Manhattan",1,-73.9390266246391,40.8022827297872,TRUE,"moderate","Apartment",0.920357986616844,FALSE,TRUE
186,"Entire home/apt",6,120,4,16,20,8,1,2,100,"Manhattan",5,-73.9783775471981,40.7207760990922,TRUE,"strict","Apartment",1.20096115353815,FALSE,FALSE
50,"Private room",1,0,2,57,100,54,1,1,0,"Queens",14,-73.8649831354335,40.7407135353348,FALSE,"strict","Townhouse",0.494690914737269,FALSE,FALSE
162,"Entire home/apt",3,55,1,0,25,17,1,0,0,"Brooklyn",2,-73.964456943403,40.7104667396689,FALSE,"moderate","Apartment",0.729874484418917,TRUE,FALSE
47,"Private room",1,45,5,13,25,119,1,1,400,"Brooklyn",1,-73.9599571437867,40.7183879294666,FALSE,"strict","Apartment",0.4459764877483,FALSE,TRUE
103,"Private room",3,0,1,90,50,4,1,1,0,"Brooklyn",1,-74.0062094067389,40.6551279621511,FALSE,"flexible","Apartment",0.769230769230769,FALSE,TRUE
103,"Entire home/apt",4,110,1,15,10,1,1,1,350,"Manhattan",1,-73.9393101463619,40.8123864906057,FALSE,"moderate","Apartment",0.462910049886276,FALSE,FALSE
104,"Private room",3,0,1,0,0,3,1,0,0,"Manhattan",3,-73.9572137602761,40.821289109842,TRUE,"flexible","Apartment",0.65275336576822,FALSE,FALSE
129,"Entire home/apt",6,100,1,27,0,38,1,2,0,"Manhattan",1,-73.975887355918,40.745499768707,FALSE,"strict","Apartment",1.20543841029158,FALSE,FALSE
250,"Entire home/apt",2,45,1,0,0,5,1,0,0,"Manhattan",2,-73.9772574948228,40.7788136389377,FALSE,"flexible","Apartment",0.774758026741253,FALSE,TRUE
80,"Private room",2,7,1,0,15,1,1,1,0,"Brooklyn",1,-73.9245707878393,40.685435187465,TRUE,"flexible","Apartment",1.16774841624228,FALSE,TRUE
60,"Entire home/apt",6,14,5,24,14,88,1,2,150,"Brooklyn",4,-73.9613109445377,40.6577246762565,FALSE,"strict","Apartment",0.851159238738229,TRUE,FALSE
38,"Private room",1,25,1,0,75,18,1,1,150,"Brooklyn",4,-73.9432090790537,40.6650537506312,FALSE,"moderate","Apartment",1.28062484748657,TRUE,TRUE
64,"Private room",2,25,1,0,0,2,1,1,0,"Queens",1,-73.9219754939364,40.7450817262785,FALSE,"strict","Apartment",0.613571991077896,FALSE,TRUE
111,"Entire home/apt",3,85,1,0,0,5,1,1,300,"Brooklyn",2,-73.9807447301457,40.6936893246036,FALSE,"moderate","Apartment",1.17650152747706,TRUE,TRUE
217,"Entire home/apt",4,115,1,6,20,3,1,1,0,"Manhattan",2,-73.9522893643893,40.7655306258294,FALSE,"moderate","Serviced apartment",0.967589050903622,FALSE,FALSE
87,"Private room",2,0,1,77,25,1,2,1,0,"Manhattan",1,-73.936816031453,40.8430767265761,FALSE,"flexible","Other",0.769948383218325,FALSE,TRUE
363,"Entire home/apt",10,250,3,6,0,22,3,5,250,"Brooklyn",3,-73.9140741325745,40.6877872102756,FALSE,"strict","House",0.856348838577675,TRUE,TRUE
100,"Private room",2,100,2,89,15,2,1,1,100,"Brooklyn",1,-73.9067653222366,40.687980162643,FALSE,"moderate","Apartment",0.768221279597376,TRUE,FALSE
34,"Private room",2,0,4,0,0,2,1,1,0,"Brooklyn",1,-73.9362340674467,40.7052099697958,FALSE,"flexible","Apartment",0.384900179459751,FALSE,FALSE
62,"Private room",1,0,1,44,200,4,1,1,100,"Queens",1,-73.8479637287569,40.7370618474938,FALSE,"flexible","Apartment",0.880704845927979,FALSE,FALSE
114,"Private room",2,30,1,0,10,2,1,1,0,"Manhattan",1,-73.9863660055654,40.7300669578789,FALSE,"strict","Apartment",0.963624111659432,TRUE,TRUE
311,"Entire home/apt",6,0,1,90,0,6,1,1,0,"Brooklyn",1,-73.9416892275307,40.6627107129667,FALSE,"moderate","Apartment",1.12055886677722,FALSE,FALSE
70,"Private room",1,0,1,0,0,21,2,1,0,"Manhattan",2,-73.9585773921705,40.8123063690293,FALSE,"flexible","Apartment",0.316227766016838,FALSE,FALSE
33,"Private room",2,20,1,0,0,6,1,1,200,"Manhattan",1,-73.96410239121,40.8013629320315,FALSE,"moderate","Apartment",0.593390829096927,FALSE,TRUE
53,"Private room",1,0,5,0,0,1,7,1,200,"Brooklyn",15,-73.9138663268912,40.6936708151626,FALSE,"strict","Townhouse",0.469956269992774,FALSE,TRUE
211,"Entire home/apt",4,125,1,4,25,16,1,2,100,"Brooklyn",2,-73.9320513156056,40.6771923482916,FALSE,"strict","Apartment",0.679099750101732,TRUE,FALSE
134,"Private room",2,60,1,0,0,1,1,1,0,"Manhattan",1,-73.9795922846416,40.7448971663124,FALSE,"moderate","Apartment",1.10442958394021,FALSE,FALSE
139,"Entire home/apt",2,30,1,0,0,5,1,0,0,"Manhattan",5,-73.9955063850852,40.7629192962681,FALSE,"strict","Apartment",0.0793051585718144,FALSE,FALSE
185,"Entire home/apt",2,0,1,1,0,17,1,1,0,"Manhattan",2,-73.9809990026747,40.7387260688428,FALSE,"flexible","Apartment",0.572077553547355,FALSE,FALSE
40,"Private room",1,0,2,89,0,5,1,1,0,"Manhattan",30,-73.9464401679672,40.8226305886731,FALSE,"flexible","Apartment",1.30392863495571,TRUE,FALSE
132,"Private room",2,30,5,56,15,9,1,1,0,"Manhattan",1,-73.9900078031354,40.7222429376026,TRUE,"strict","Apartment",0.819891591749923,FALSE,FALSE
77,"Private room",1,50,2,0,0,4,1,1,500,"Manhattan",4,-73.9916024178423,40.7203465824768,FALSE,"strict","Apartment",1.48587216541465,TRUE,TRUE
120,"Private room",2,0,2,0,20,1,1,1,500,"Brooklyn",1,-73.9355710773346,40.6863343979342,TRUE,"flexible","Apartment",0.749634057065309,FALSE,TRUE
162,"Entire home/apt",3,100,1,14,40,30,1,0,250,"Manhattan",2,-73.999542022673,40.7613591997783,TRUE,"strict","Condominium",0.57092239485974,FALSE,TRUE
37,"Private room",2,35,1,84,35,10,1,1,100,"Manhattan",3,-73.9321935525563,40.8488333288189,FALSE,"strict","Other",1.13554994791534,TRUE,TRUE
130,"Entire home/apt",2,60,1,0,0,17,1,0,0,"Brooklyn",3,-73.9718376276853,40.6861971776241,FALSE,"strict","Apartment",0.176776695296637,FALSE,FALSE
39,"Private room",2,10,5,0,19,78,2,1,0,"Queens",1,-73.9203011742737,40.7390763154695,TRUE,"strict","Apartment",0.843299381094191,FALSE,TRUE
198,"Entire home/apt",4,0,1,34,0,172,1,0,240,"Manhattan",2,-73.981816946485,40.7260668384217,TRUE,"moderate","Apartment",0.57125098128215,FALSE,FALSE
143,"Entire home/apt",6,85,1,57,10,39,1,1,100,"Queens",2,-73.8565219880597,40.735046738471,FALSE,"moderate","Townhouse",0.753778361444409,FALSE,FALSE
44,"Private room",3,100,2,89,25,1,1,1,150,"Queens",1,-73.9221360212144,40.761596413065,FALSE,"strict","Apartment",0.304997140665209,FALSE,FALSE
201,"Entire home/apt",8,120,1,0,25,17,2,3,250,"Brooklyn",2,-73.9539212526439,40.6627140928501,FALSE,"flexible","House",0.622799155329218,FALSE,FALSE
114,"Private room",2,100,2,90,35,21,1,1,200,"Brooklyn",7,-73.9474614697054,40.6689234236008,TRUE,"moderate","Apartment",0.557086014531156,TRUE,FALSE
126,"Entire home/apt",2,15,1,0,0,16,1,0,0,"Manhattan",2,-73.9538912141228,40.7998951214857,FALSE,"strict","Apartment",0.49018946774254,FALSE,FALSE
25,"Private room",2,0,1,0,25,3,2,1,0,"Brooklyn",1,-73.9087095429208,40.6902523334493,FALSE,"flexible","Apartment",0.4459764877483,FALSE,TRUE
159,"Entire home/apt",3,0,2,25,25,68,1,0,150,"Manhattan",1,-73.9829712951694,40.7240760769289,FALSE,"strict","Apartment",0.820243866176395,FALSE,FALSE
112,"Private room",4,50,1,0,20,2,1,1,0,"Brooklyn",7,-73.9687204864368,40.6955802078093,FALSE,"flexible","Apartment",0.404519917477945,FALSE,FALSE
106,"Entire home/apt",2,20,1,5,0,6,1,1,0,"Manhattan",5,-73.986434646328,40.7222892189111,FALSE,"flexible","Apartment",0.606091526731326,FALSE,FALSE
227,"Entire home/apt",3,100,1,0,5,17,1,0,0,"Manhattan",3,-73.9931855703753,40.723060655106,TRUE,"strict","Apartment",0.793051585718144,FALSE,FALSE
113,"Entire home/apt",2,80,1,39,20,1,1,1,200,"Brooklyn",14,-73.9631921586623,40.7141411068513,FALSE,"strict","Apartment",0.82832218795516,TRUE,TRUE
88,"Entire home/apt",2,35,1,0,0,5,1,1,300,"Brooklyn",5,-73.9403685789239,40.6958691219817,FALSE,"strict","Apartment",0.400320384512718,FALSE,FALSE
129,"Private room",2,75,1,0,0,4,1,1,0,"Manhattan",3,-73.9821620443026,40.7248145205517,FALSE,"moderate","Apartment",0.430769230769231,FALSE,TRUE
86,"Private room",1,25,2,0,0,3,1,1,100,"Brooklyn",3,-73.9565391283867,40.6913957675906,FALSE,"moderate","Apartment",0.796744789682999,TRUE,FALSE
141,"Entire home/apt",4,100,18,41,25,35,1,1,300,"Brooklyn",3,-73.9623537675202,40.7135717702009,FALSE,"strict","Apartment",0.995991967839099,FALSE,TRUE
31,"Shared room",1,0,2,0,0,41,1,1,0,"Brooklyn",1,-73.9573062692434,40.6356007639912,FALSE,"strict","Apartment",0.481931597341499,TRUE,FALSE
143,"Entire home/apt",4,60,2,72,55,14,1,2,500,"Brooklyn",3,-74.0004707185483,40.6823465591834,FALSE,"strict","Apartment",1.02761860629321,TRUE,FALSE
30,"Private room",3,0,4,80,25,52,1,1,100,"Queens",2,-73.9072065605046,40.7640185019435,FALSE,"strict","House",0.53970046854221,FALSE,FALSE
153,"Entire home/apt",2,0,1,0,0,10,1,0,0,"Manhattan",1,-73.9498366842998,40.7746841236429,TRUE,"flexible","Apartment",0.832489443796826,FALSE,FALSE
58,"Entire home/apt",3,45,1,36,0,52,1,1,0,"Bronx",2,-73.9043164137356,40.8869805103423,TRUE,"moderate","Apartment",0.785674201318386,FALSE,FALSE
250,"Entire home/apt",2,65,1,0,0,2,1,0,100,"Manhattan",3,-73.9968085810662,40.741598483146,FALSE,"strict","Apartment",1.21645747403153,FALSE,FALSE
81,"Entire home/apt",2,0,2,0,0,1,1,1,0,"Manhattan",1,-73.9802970161167,40.7408554227347,FALSE,"strict","Apartment",0.35921060405355,FALSE,FALSE
64,"Private room",1,55,3,90,30,3,1,1,200,"Brooklyn",1,-73.9528194592997,40.7161352204077,FALSE,"moderate","Loft",0.989949493661167,FALSE,FALSE
262,"Entire home/apt",3,60,2,88,25,13,2,1,300,"Brooklyn",1,-73.9570931097823,40.7191442940174,FALSE,"moderate","Loft",1.04171075175529,FALSE,FALSE
75,"Private room",1,25,1,0,0,3,1,1,0,"Manhattan",1,-73.9394880876663,40.8439308890177,FALSE,"flexible","Apartment",0.387298334620742,FALSE,FALSE
130,"Entire home/apt",2,100,1,5,0,24,1,1,0,"Brooklyn",2,-73.9547406829898,40.7339967682385,FALSE,"strict","Apartment",0.517114501254226,FALSE,FALSE
76,"Private room",2,15,1,89,25,1,1,1,0,"Brooklyn",2,-73.9454477924158,40.678656042841,FALSE,"moderate","Apartment",0.60539741005094,TRUE,TRUE
130,"Private room",2,75,1,89,0,7,1,1,0,"Manhattan",3,-73.9951388330859,40.7188483718451,TRUE,"strict","Apartment",1.18112608282495,FALSE,TRUE
197,"Entire home/apt",3,80,1,1,30,23,1,0,300,"Manhattan",2,-73.999193430106,40.7399571625376,FALSE,"strict","Apartment",0.879393730551528,TRUE,FALSE
218,"Entire home/apt",4,150,39,0,50,2,1,2,500,"Manhattan",30,-73.9903894452804,40.7292671919687,FALSE,"flexible","Apartment",0.54828231499157,FALSE,FALSE
147,"Entire home/apt",4,100,1,0,0,4,3,2,500,"Brooklyn",7,-74.0027228371106,40.6537926203006,FALSE,"moderate","Condominium",0.585017939301705,TRUE,FALSE
53,"Private room",3,80,1,89,15,6,1,1,200,"Queens",2,-73.8999456767521,40.7450478296057,TRUE,"moderate","Apartment",0.560448538317805,FALSE,TRUE
